Site	Date	Recording_Name	Row_Index	Error_Type	Column	Invalid_Value
2017 Rush Ranch	2017-03-14 07:00:00	Rush_Ranch-2017-03-14_07-00.flac	843	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-14 07:00:00	Rush_Ranch-2017-03-14_07-00.flac	843	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-03-14 08:00:00	Rush_Ranch-2017-03-14_08-00.flac	846	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-14 08:00:00	Rush_Ranch-2017-03-14_08-00.flac	846	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-14 09:00:00	Rush_Ranch-2017-03-14_09-00.flac	849	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-14 09:00:00	Rush_Ranch-2017-03-14_09-00.flac	849	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-14 10:00:00	Rush_Ranch-2017-03-14_10-00.flac	852	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-14 10:00:00	Rush_Ranch-2017-03-14_10-00.flac	852	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-14 11:00:00	Rush_Ranch-2017-03-14_11-00.flac	855	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-14 11:00:00	Rush_Ranch-2017-03-14_11-00.flac	855	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-14 11:00:00	Rush_Ranch-2017-03-14_11-00.flac	855	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-03-14 12:00:00	Rush_Ranch-2017-03-14_12-00.flac	858	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-14 12:00:00	Rush_Ranch-2017-03-14_12-00.flac	858	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-14 12:00:00	Rush_Ranch-2017-03-14_12-00.flac	858	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-03-14 13:00:00	Rush_Ranch-2017-03-14_13-00.flac	861	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-14 13:00:00	Rush_Ranch-2017-03-14_13-00.flac	861	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-14 13:00:00	Rush_Ranch-2017-03-14_13-00.flac	861	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-03-14 14:00:00	Rush_Ranch-2017-03-14_14-00.flac	864	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-14 14:00:00	Rush_Ranch-2017-03-14_14-00.flac	864	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-14 14:00:00	Rush_Ranch-2017-03-14_14-00.flac	864	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-03-14 15:00:00	Rush_Ranch-2017-03-14_15-00.flac	867	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-14 15:00:00	Rush_Ranch-2017-03-14_15-00.flac	867	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-14 15:00:00	Rush_Ranch-2017-03-14_15-00.flac	867	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-03-14 16:00:00	Rush_Ranch-2017-03-14_16-00.flac	870	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-14 16:00:00	Rush_Ranch-2017-03-14_16-00.flac	870	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-14 17:00:00	Rush_Ranch-2017-03-14_17-00.flac	873	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-14 17:00:00	Rush_Ranch-2017-03-14_17-00.flac	873	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-14 18:00:00	Rush_Ranch-2017-03-14_18-00.flac	876	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-14 18:00:00	Rush_Ranch-2017-03-14_18-00.flac	876	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-14 19:00:00	Rush_Ranch-2017-03-14_19-00.flac	879	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-14 19:00:00	Rush_Ranch-2017-03-14_19-00.flac	879	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-15 06:00:00	Rush_Ranch-2017-03-15_06-00.flac	912	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-15 06:00:00	Rush_Ranch-2017-03-15_06-00.flac	912	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-15 06:00:00	Rush_Ranch-2017-03-15_06-00.flac	912	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-03-15 07:00:00	Rush_Ranch-2017-03-15_07-00.flac	915	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-15 07:00:00	Rush_Ranch-2017-03-15_07-00.flac	915	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-15 07:00:00	Rush_Ranch-2017-03-15_07-00.flac	915	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-03-15 08:00:00	Rush_Ranch-2017-03-15_08-00.flac	918	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-15 08:00:00	Rush_Ranch-2017-03-15_08-00.flac	918	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-15 09:00:00	Rush_Ranch-2017-03-15_09-00.flac	921	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-15 09:00:00	Rush_Ranch-2017-03-15_09-00.flac	921	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-15 10:00:00	Rush_Ranch-2017-03-15_10-00.flac	924	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-15 10:00:00	Rush_Ranch-2017-03-15_10-00.flac	924	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-15 11:00:00	Rush_Ranch-2017-03-15_11-00.flac	927	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-15 11:00:00	Rush_Ranch-2017-03-15_11-00.flac	927	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-15 12:00:00	Rush_Ranch-2017-03-15_12-00.flac	930	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-15 12:00:00	Rush_Ranch-2017-03-15_12-00.flac	930	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-15 13:00:00	Rush_Ranch-2017-03-15_13-00.flac	933	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-15 13:00:00	Rush_Ranch-2017-03-15_13-00.flac	933	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-15 14:00:00	Rush_Ranch-2017-03-15_14-00.flac	936	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-15 14:00:00	Rush_Ranch-2017-03-15_14-00.flac	936	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-15 14:00:00	Rush_Ranch-2017-03-15_14-00.flac	936	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-03-15 15:00:00	Rush_Ranch-2017-03-15_15-00.flac	939	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-15 15:00:00	Rush_Ranch-2017-03-15_15-00.flac	939	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-15 16:00:00	Rush_Ranch-2017-03-15_16-00.flac	942	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-15 16:00:00	Rush_Ranch-2017-03-15_16-00.flac	942	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-15 17:00:00	Rush_Ranch-2017-03-15_17-00.flac	945	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-15 17:00:00	Rush_Ranch-2017-03-15_17-00.flac	945	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-15 18:00:00	Rush_Ranch-2017-03-15_18-00.flac	948	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-15 18:00:00	Rush_Ranch-2017-03-15_18-00.flac	948	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-15 19:00:00	Rush_Ranch-2017-03-15_19-00.flac	951	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-15 19:00:00	Rush_Ranch-2017-03-15_19-00.flac	951	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-15 19:00:00	Rush_Ranch-2017-03-15_19-00.flac	951	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-03-16 06:00:00	Rush_Ranch-2017-03-16_06-00.flac	983	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-16 06:00:00	Rush_Ranch-2017-03-16_06-00.flac	983	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-16 06:00:00	Rush_Ranch-2017-03-16_06-00.flac	983	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-03-16 07:00:00	Rush_Ranch-2017-03-16_07-00.flac	986	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-16 07:00:00	Rush_Ranch-2017-03-16_07-00.flac	986	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-16 07:00:00	Rush_Ranch-2017-03-16_07-00.flac	986	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-03-16 08:00:00	Rush_Ranch-2017-03-16_08-00.flac	989	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-16 08:00:00	Rush_Ranch-2017-03-16_08-00.flac	989	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-16 09:00:00	Rush_Ranch-2017-03-16_09-00.flac	992	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-16 09:00:00	Rush_Ranch-2017-03-16_09-00.flac	992	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-16 10:00:00	Rush_Ranch-2017-03-16_10-00.flac	995	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-16 10:00:00	Rush_Ranch-2017-03-16_10-00.flac	995	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-16 11:00:00	Rush_Ranch-2017-03-16_11-00.flac	998	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-16 11:00:00	Rush_Ranch-2017-03-16_11-00.flac	998	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-16 12:00:00	Rush_Ranch-2017-03-16_12-00.flac	1001	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-16 12:00:00	Rush_Ranch-2017-03-16_12-00.flac	1001	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-16 13:00:00	Rush_Ranch-2017-03-16_13-00.flac	1004	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-16 13:00:00	Rush_Ranch-2017-03-16_13-00.flac	1004	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-16 13:00:00	Rush_Ranch-2017-03-16_13-00.flac	1004	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-03-16 14:00:00	Rush_Ranch-2017-03-16_14-00.flac	1007	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-16 14:00:00	Rush_Ranch-2017-03-16_14-00.flac	1007	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-16 14:00:00	Rush_Ranch-2017-03-16_14-00.flac	1007	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-03-16 15:00:00	Rush_Ranch-2017-03-16_15-00.flac	1010	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-16 15:00:00	Rush_Ranch-2017-03-16_15-00.flac	1010	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-16 16:00:00	Rush_Ranch-2017-03-16_16-00.flac	1013	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-16 16:00:00	Rush_Ranch-2017-03-16_16-00.flac	1013	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-16 17:00:00	Rush_Ranch-2017-03-16_17-00.flac	1016	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-16 17:00:00	Rush_Ranch-2017-03-16_17-00.flac	1016	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-16 18:00:00	Rush_Ranch-2017-03-16_18-00.flac	1019	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-16 18:00:00	Rush_Ranch-2017-03-16_18-00.flac	1019	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-16 19:00:00	Rush_Ranch-2017-03-16_19-00.flac	1022	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-16 19:00:00	Rush_Ranch-2017-03-16_19-00.flac	1022	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-16 19:00:00	Rush_Ranch-2017-03-16_19-00.flac	1022	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-03-17 06:00:00	Rush_Ranch-2017-03-17_06-00.flac	1055	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-17 06:00:00	Rush_Ranch-2017-03-17_06-00.flac	1055	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-17 06:00:00	Rush_Ranch-2017-03-17_06-00.flac	1055	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-03-17 07:00:00	Rush_Ranch-2017-03-17_07-00.flac	1058	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-17 07:00:00	Rush_Ranch-2017-03-17_07-00.flac	1058	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-17 07:00:00	Rush_Ranch-2017-03-17_07-00.flac	1058	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-03-17 08:00:00	Rush_Ranch-2017-03-17_08-00.flac	1061	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-17 08:00:00	Rush_Ranch-2017-03-17_08-00.flac	1061	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-17 09:00:00	Rush_Ranch-2017-03-17_09-00.flac	1064	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-17 09:00:00	Rush_Ranch-2017-03-17_09-00.flac	1064	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-17 10:00:00	Rush_Ranch-2017-03-17_10-00.flac	1067	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-17 10:00:00	Rush_Ranch-2017-03-17_10-00.flac	1067	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-17 11:00:00	Rush_Ranch-2017-03-17_11-00.flac	1070	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-17 11:00:00	Rush_Ranch-2017-03-17_11-00.flac	1070	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-17 12:00:00	Rush_Ranch-2017-03-17_12-00.flac	1073	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-17 12:00:00	Rush_Ranch-2017-03-17_12-00.flac	1073	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-17 13:00:00	Rush_Ranch-2017-03-17_13-00.flac	1076	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-17 13:00:00	Rush_Ranch-2017-03-17_13-00.flac	1076	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-17 13:00:00	Rush_Ranch-2017-03-17_13-00.flac	1076	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-03-17 14:00:00	Rush_Ranch-2017-03-17_14-00.flac	1079	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-17 14:00:00	Rush_Ranch-2017-03-17_14-00.flac	1079	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-17 15:00:00	Rush_Ranch-2017-03-17_15-00.flac	1082	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-17 15:00:00	Rush_Ranch-2017-03-17_15-00.flac	1082	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-17 16:00:00	Rush_Ranch-2017-03-17_16-00.flac	1085	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-17 16:00:00	Rush_Ranch-2017-03-17_16-00.flac	1085	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-17 17:00:00	Rush_Ranch-2017-03-17_17-00.flac	1088	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-17 17:00:00	Rush_Ranch-2017-03-17_17-00.flac	1088	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-17 18:00:00	Rush_Ranch-2017-03-17_18-00.flac	1091	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-17 18:00:00	Rush_Ranch-2017-03-17_18-00.flac	1091	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-17 19:00:00	Rush_Ranch-2017-03-17_19-00.flac	1094	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-17 19:00:00	Rush_Ranch-2017-03-17_19-00.flac	1094	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-18 06:00:00	Rush_Ranch-2017-03-18_06-00.flac	1127	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-18 06:00:00	Rush_Ranch-2017-03-18_06-00.flac	1127	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-18 06:00:00	Rush_Ranch-2017-03-18_06-00.flac	1127	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-03-18 07:00:00	Rush_Ranch-2017-03-18_07-00.flac	1130	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-18 07:00:00	Rush_Ranch-2017-03-18_07-00.flac	1130	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-18 07:00:00	Rush_Ranch-2017-03-18_07-00.flac	1130	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-03-18 08:00:00	Rush_Ranch-2017-03-18_08-00.flac	1133	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-18 08:00:00	Rush_Ranch-2017-03-18_08-00.flac	1133	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-18 09:00:00	Rush_Ranch-2017-03-18_09-00.flac	1136	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-18 09:00:00	Rush_Ranch-2017-03-18_09-00.flac	1136	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-18 10:00:00	Rush_Ranch-2017-03-18_10-00.flac	1139	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-18 10:00:00	Rush_Ranch-2017-03-18_10-00.flac	1139	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-18 11:00:00	Rush_Ranch-2017-03-18_11-00.flac	1142	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-18 11:00:00	Rush_Ranch-2017-03-18_11-00.flac	1142	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-18 12:00:00	Rush_Ranch-2017-03-18_12-00.flac	1145	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-18 12:00:00	Rush_Ranch-2017-03-18_12-00.flac	1145	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-18 13:00:00	Rush_Ranch-2017-03-18_13-00.flac	1148	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-18 13:00:00	Rush_Ranch-2017-03-18_13-00.flac	1148	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-18 14:00:00	Rush_Ranch-2017-03-18_14-00.flac	1151	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-18 14:00:00	Rush_Ranch-2017-03-18_14-00.flac	1151	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-18 15:00:00	Rush_Ranch-2017-03-18_15-00.flac	1154	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-18 15:00:00	Rush_Ranch-2017-03-18_15-00.flac	1154	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-18 16:00:00	Rush_Ranch-2017-03-18_16-00.flac	1157	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-18 16:00:00	Rush_Ranch-2017-03-18_16-00.flac	1157	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-18 17:00:00	Rush_Ranch-2017-03-18_17-00.flac	1160	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-18 17:00:00	Rush_Ranch-2017-03-18_17-00.flac	1160	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-18 18:00:00	Rush_Ranch-2017-03-18_18-00.flac	1163	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-18 18:00:00	Rush_Ranch-2017-03-18_18-00.flac	1163	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-18 19:00:00	Rush_Ranch-2017-03-18_19-00.flac	1166	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-18 19:00:00	Rush_Ranch-2017-03-18_19-00.flac	1166	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-19 06:00:00	Rush_Ranch-2017-03-19_06-00.flac	1199	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-19 06:00:00	Rush_Ranch-2017-03-19_06-00.flac	1199	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-19 06:00:00	Rush_Ranch-2017-03-19_06-00.flac	1199	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-03-19 07:00:00	Rush_Ranch-2017-03-19_07-00.flac	1202	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-19 07:00:00	Rush_Ranch-2017-03-19_07-00.flac	1202	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-19 07:00:00	Rush_Ranch-2017-03-19_07-00.flac	1202	Non-numeric in C1	val<Agelaius tricolor/Common Song>	---
2017 Rush Ranch	2017-03-19 08:00:00	Rush_Ranch-2017-03-19_08-00.flac	1205	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-19 08:00:00	Rush_Ranch-2017-03-19_08-00.flac	1205	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-19 09:00:00	RushRanch-2017-03-19_09-00.flac	1208	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-19 09:00:00	RushRanch-2017-03-19_09-00.flac	1208	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-19 10:00:00	RushRanch-2017-03-19_10-00.flac	1211	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
2017 Rush Ranch	2017-03-19 10:00:00	RushRanch-2017-03-19_10-00.flac	1211	Non-numeric in C1	val<Agelaius tricolor/Alternative Song>	---
2017 Rush Ranch	2017-03-19 11:00:00	RushRanch-2017-03-19_11-00.flac	1214	Non-numeric in C1	val<Agelaius tricolor/Alternative Song 2>	---
