template_id,template_name,recording_id,species_id,scientific_name,songtype_id,songtype,x1,y1,x2,y2,date_created,source_project_name,url
9324,LT09 Nestling Call,7086762,9897,Agelaius tricolor,6,Alternative Song,57.870421,2267.617069,59.94805905,4616.861782,09/08/2021 14:49:50,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9324.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=ff8369e564f9fd2ba0a4a8e9d7ad3eaa56fa40acd130c27c67bc0c801f4890e1&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9324.png&x-id=GetObject
9325,LT10 Nestling Call,7086767,9897,Agelaius tricolor,6,Alternative Song,24.05192397,2458.576888,25.97125637,5386.634442,09/08/2021 14:51:08,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9325.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=83ae89964769d5dd199192c3a6edcb6fa200993df42803cd0e9bcf09fc62746b&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9325.png&x-id=GetObject
9326,LT11 Nestling Call,7086767,9897,Agelaius tricolor,6,Alternative Song,48.16411683,2338.073291,50.25961984,5920.807104,09/08/2021 14:52:28,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9326.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=f9325170193420e897ff7d36ddf5480a966e009c637fc6d08795b245766d0392&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9326.png&x-id=GetObject
9327,LT12 Nestling Call,7086767,9897,Agelaius tricolor,6,Alternative Song,51.62494205,2553.900629,53.30319889,5999.943795,09/08/2021 14:52:49,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9327.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=2e0e5839db98371280dcc17433b4a5b77c791418476d2831b328d8b3b4fbe7ef&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9327.png&x-id=GetObject
9328,LT13 Nestling Call,7086786,9897,Agelaius tricolor,6,Alternative Song,9.275601943,1771.945413,11.50769867,5782.675027,09/08/2021 14:54:49,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9328.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=666b8f1d3cb06805a781d7734cec504f8ff8bc0dca98f8fa873f77ce74ce11df&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9328.png&x-id=GetObject
9329,LT14 Nestling Call,7086767,9897,Agelaius tricolor,6,Alternative Song,59.14322601,1934.326172,59.98826337,6015.576172,09/08/2021 14:56:05,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9329.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=7a97bb9660112862887ece1342c5b554d5efc11681dbb20bd47ef975f5e2914a&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9329.png&x-id=GetObject
9330,LT15 Nestling Call,7086814,9897,Agelaius tricolor,6,Alternative Song,20.57484802,2376.513672,21.16755319,4882.763672,09/08/2021 14:58:32,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9330.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=ee42e207bd4b878c728cac92797612b5e968ef3c3185953a7442252fd727a00d&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9330.png&x-id=GetObject
9331,LT16 Nestling Call,7086814,9897,Agelaius tricolor,6,Alternative Song,39.02165653,2356.201172,39.55509119,4662.451172,09/08/2021 14:59:16,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9331.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=fbc623b963e0f5f31768481ecb4e5757a1586063ac124776c478c2e48c84709f&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9331.png&x-id=GetObject
9332,LT17 Nestling Call,7086815,9897,Agelaius tricolor,6,Alternative Song,4.311244204,2049.260997,6.3437017,6097.453769,09/08/2021 15:01:39,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9332.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=6dd0124b380d32ce1f7aaa988f8f15936f44d9329af12454c0c5693b9c636434&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9332.png&x-id=GetObject
9333,LT18 Nestling Call,7086815,9897,Agelaius tricolor,6,Alternative Song,12.70962133,2217.375315,13.46696291,5620.009106,09/08/2021 15:02:11,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9333.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=9401fadea6eab6b8adce427750667fb175f46b7e8cb99a595a5ab7bd535c206f&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9333.png&x-id=GetObject
9334,LT19 Nestling Call,7086815,9897,Agelaius tricolor,6,Alternative Song,39.22237249,2351.866769,40.48976043,5673.805688,09/08/2021 15:03:03,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9334.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=9da64a37c29e6b2f7605531359241c3d9bc12790f615895c04a6ff6fd0037d1e&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9334.png&x-id=GetObject
9335,LT20 Nestling Call,7086815,9897,Agelaius tricolor,6,Alternative Song,53.49207883,2398.938778,54.51989954,5727.60227,09/08/2021 15:03:36,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9335.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=4c981942543f6909d605665c24bee7ea9b0c182e1e3f4e1694662ff8501c2162&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9335.png&x-id=GetObject
9340,LT21 Nestling Call,7086838,9897,Agelaius tricolor,6,Alternative Song,6.406367322,2328.076172,7.05511338,5403.076172,09/08/2021 19:16:00,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9340.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=813f58d42af872cf19113d18961b2bf42968050f933e72cae23a990d3b126a92&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9340.png&x-id=GetObject
9341,LT22 Nestling Call,7086839,9897,Agelaius tricolor,6,Alternative Song,35.79542941,2249.951172,37.10468116,5556.201172,09/08/2021 19:17:43,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9341.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=1785c6de3b70f68f3e5136ade44332dc853334963b360682197c39b9c8e62201&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9341.png&x-id=GetObject
9342,LT23 Nestling Call,7086839,9897,Agelaius tricolor,6,Alternative Song,58.15444158,2251.513672,59.64061924,5820.263672,09/08/2021 19:18:27,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9342.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=62cb225f2fe453020b09b1556d0924a4a9fdee9926c115b59c09325ad29c7083&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9342.png&x-id=GetObject
9348,LT24 Nestling Call,7086910,9897,Agelaius tricolor,6,Alternative Song,6.895922094,2199.926471,9.245283019,7479.926471,09/09/2021 11:08:47,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9348.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=018a650c71aa3bb1b633071817a188e923a88040911bde8f35f553894337b811&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9348.png&x-id=GetObject
9366,LT25 Nestling Call,11179752,9897,Agelaius tricolor,6,Alternative Song,26.720716,2301.680368,28.05984122,5798.779014,09/11/2021 12:39:07,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9366.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=f4ca383eb04964e484f7deeb1ae498f68ed36718efd2af6120c3037fc0ee1c78&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9366.png&x-id=GetObject
9369,Nestling Buzzy,7080636,9897,Agelaius tricolor,9,Nocturnal Song,41.08354748,1101.317583,41.63358567,8308.950477,09/12/2021 03:42:11,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9369.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=bd98b05af402fd489de31f6865dc1d0eecafb32cb2118470f146e135d4d6748e&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9369.png&x-id=GetObject
9370,Nestling Buzzy 02,7080939,9897,Agelaius tricolor,9,Nocturnal Song,45.32350622,1865.353038,45.64592783,11835.79639,09/12/2021 03:43:28,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9370.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=096ceeb8972aa4fb022ddf31e7b618cee11716de12b21dc23a004561fe0a1e76&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9370.png&x-id=GetObject
9371,Buzzy nestling 2019 HL 03,11086007,9897,Agelaius tricolor,9,Nocturnal Song,2.898882501,1145.612343,3.459668142,8493.731919,09/12/2021 04:56:21,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9371.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=f3738fc431b3ea491096cc66bac5e44db558905c960b18e5fe62f3743c35cc09&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9371.png&x-id=GetObject
9372,Buzzy nestling 2019 HL 04,11086007,9897,Agelaius tricolor,9,Nocturnal Song,2.894818837,2082.931533,3.463731806,5218.900675,09/12/2021 04:56:39,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9372.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=1f4093f80572de99f9e5c41afd18f393f78531d22bc3f270db1ceeb464c15dbc&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9372.png&x-id=GetObject
9373,Buzzy nestling 2019 HL 05,11086007,9897,Agelaius tricolor,9,Nocturnal Song,3.061429063,2360.655738,3.333694556,7290.260366,09/12/2021 04:56:53,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9373.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=e1ed62a06700e9f6a988c1c9e8fe35b15ae8e4d92448776c27cb7945b2d7aca1&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9373.png&x-id=GetObject
9374,Female Song HL 40,10558384,9897,Agelaius tricolor,7,Alternative Song 2,29.26565756,950.9611612,29.96556036,5931.737936,09/12/2021 10:28:20,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9374.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=03353d1ad6fc8655acd646bbe9e8c7e4dc0df5ec43f76215a828c1aa2989a106&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9374.png&x-id=GetObject
9375,Female Song HL 41,10558384,9897,Agelaius tricolor,7,Alternative Song 2,30.00805081,1730.659026,30.66798957,7541.547278,09/12/2021 10:36:05,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9375.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=ee82de6586c82cfe8b93d847c4ea978a1f6af69808b4b2c630f04a8ae2c4f673&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9375.png&x-id=GetObject
9376,Female Song HL 42,10558384,9897,Agelaius tricolor,7,Alternative Song 2,28.7936274,2131.805158,29.35831728,9489.971347,09/12/2021 10:36:19,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9376.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=1de07de03a34736dcdeb6bf3a417fe038a8bc80a77f5eb8fb2af1bf38a11a027&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9376.png&x-id=GetObject
9377,Female Song HL 43,10558384,9897,Agelaius tricolor,7,Alternative Song 2,28.78682391,2074.498567,29.45356617,6212.034384,09/12/2021 10:36:34,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9377.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=753d374451210cf74e3bb3e4728a6c061c48d1af7acbd40127d731aa37926ec3&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9377.png&x-id=GetObject
9378,Female Song HL 44,10558384,9897,Agelaius tricolor,7,Alternative Song 2,29.23585441,2051.575931,29.89579318,6257.879656,09/12/2021 10:36:52,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9378.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=e3f5ab91263c4cfb5967d7792a322fde3070aba5c40cc8337daf9c4a38de4aca&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9378.png&x-id=GetObject
9379,Female Song HL 45,10558384,9897,Agelaius tricolor,7,Alternative Song 2,29.45953082,2239.297475,29.8951221,6261.251372,09/12/2021 10:46:53,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9379.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=44626e12bbe5adf3c44a848d0b27492209d76cb17694bdfeb827330c1221edfc&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9379.png&x-id=GetObject
9380,Young Nestling HL50,10560869,9897,Agelaius tricolor,6,Alternative Song,16.77186369,4643.75,17.45061641,6643.75,09/12/2021 13:49:46,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9380.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=29ec5f388043732104bdc687f51ad81db77e0a580488850b4028419ddf00adb3&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9380.png&x-id=GetObject
9381,Young Nestling HL51,10560869,9897,Agelaius tricolor,6,Alternative Song,17.76388689,4475,18.4252357,6656.25,09/12/2021 13:49:59,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9381.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=f0f501283aee7b10e64112f38b64a123ece8ce4708bc8d2232c62f19e2fcaefc&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9381.png&x-id=GetObject
9382,Young Nestling HL52,10560869,9897,Agelaius tricolor,6,Alternative Song,16.82407543,5156.25,17.41580857,6237.5,09/12/2021 13:50:14,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9382.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=abfa1379b74bede15109b02aaa9e3c5f3f5271d8ea6e0f4de0135722af982702&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9382.png&x-id=GetObject
9383,Young Nestling HL53,7080399,9897,Agelaius tricolor,6,Alternative Song,14.32238389,6042.790698,14.92773349,7784.186047,09/12/2021 13:51:22,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9383.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=a0ec0b0e8eb135b991fe7beedbd2442399bd2dd4a68d36b436d1dac161339de2&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9383.png&x-id=GetObject
9384,Young Nestling HL54,7080399,9897,Agelaius tricolor,6,Alternative Song,14.15344911,5365.581395,14.92773349,8654.883721,09/12/2021 13:51:33,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9384.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=68031d7c69fa64be6b6861db3b62b4006fd92b0cec8710203e12b77a1c5d807d&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9384.png&x-id=GetObject
9385,Young Nestling HL55,11044261,9897,Agelaius tricolor,6,Alternative Song,47.11171998,5306.358382,48.17108071,7604.046243,09/12/2021 13:52:57,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9385.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=54f613acf576f38fcae64f4d2288de4264ec3324c6f780cd399965c2d29d8008&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9385.png&x-id=GetObject
9386,Young Nestling HL56,11044261,9897,Agelaius tricolor,6,Alternative Song,48.20761039,4950.867052,49.06605788,7872.83237,09/12/2021 13:53:07,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9386.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=19b54db8e9f37b25a346a0604829717b879c29681e55d0f73c3c424bb344f068&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9386.png&x-id=GetObject
9387,Young Nestling HL57,11044261,9897,Agelaius tricolor,6,Alternative Song,48.31719943,5609.82659,48.86514463,7083.815029,09/12/2021 13:53:21,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9387.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=ecfe511b1316288d1d3193dad772de3dd9670556d66ddf544c1b599a91695575&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9387.png&x-id=GetObject
9388,Young nestling HL58,10561127,9897,Agelaius tricolor,6,Alternative Song,30.11906178,5531.25,30.74257722,7343.75,09/13/2021 02:07:54,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9388.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=4b5285f1da7a8295ea846083568d2a31d5885fd82dfea4a3c2631e1558f62b06&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9388.png&x-id=GetObject
9389,Young nestling HL59,10561127,9897,Agelaius tricolor,6,Alternative Song,34.90231593,4987.5,35.52583137,7037.5,09/13/2021 02:08:11,,https://arbimon2.s3.us-east-1.amazonaws.com/project_1149/templates/9389.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170230Z&X-Amz-Expires=604800&X-Amz-Signature=7b173d8b04a0bc4cfd5b8f8f067416f8e717e25c521b281501cb6169566f4e6b&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D9389.png&x-id=GetObject
