pattern_matching_id,name,timestamp,playlist_id,playlist_name,template_id,template_name,parameters
15191,Male song v4 2021 CR on full 2021 CR,04/12/2022 21:51:46,17730,2021 Creed Road,15391,Male song v4 2021 CR,"{""threshold"": 0.2, ""N"": 1}"
15194,2021 Creed Road FS01,04/12/2022 22:32:36,17730,2021 Creed Road,11884,PCP2E FS07,"{""threshold"": 0.2, ""N"": 1}"
15195,CR14 female song on full 2021 Creed Road,04/12/2022 22:33:35,17730,2021 Creed Road,7129,CR14 Female Song,"{""threshold"": 0.2, ""N"": 1}"
15259,SP NC 07 on full 2021 Creed Road,04/13/2022 20:12:18,17730,2021 Creed Road,11629,SP NC 07,"{""threshold"": 0.2, ""N"": 1}"
15260,OC YNC02 on full 2021 Creed Road,04/13/2022 20:12:42,17730,2021 Creed Road,12059,OC YNC02,"{""threshold"": 0.2, ""N"": 1}"
15261,CR01 nestling call on full 2021 Creed Road,04/13/2022 20:15:12,17730,2021 Creed Road,7596,CR01 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
15262,HL04 NC 2020 on full 2021 Creed Road,04/13/2022 20:15:49,17730,2021 Creed Road,11855,HL04 NC 2020,"{""threshold"": 0.2, ""N"": 1}"
15263,CR01 female song 2021 on full 2021 CR,04/13/2022 20:33:22,17730,2021 Creed Road,15426,CR01 female song 2021,"{""threshold"": 0.2, ""N"": 1}"
15366,2021 Kern 7 Kern1MS01,04/17/2022 17:47:25,17784,2021 Kern 7,12367,Kern 1 MS01,"{""threshold"": 0.2, ""N"": 1}"
15367,2021 Kern 7 FS02,04/17/2022 17:48:08,17784,2021 Kern 7,12425,Female Song 02,"{""threshold"": 0.2, ""N"": 1}"
15368,2021 Kern 7 NC01,04/17/2022 17:49:25,17784,2021 Kern 7,12171,Nestling Call 01,"{""threshold"": 0.2, ""N"": 1}"
15369,2021 ConS MS05,04/17/2022 17:51:27,16064,2021 Conaway South,10224,HL05 male song 5 (hyb),"{""threshold"": 0.2, ""N"": 1}"
15370,2021 ConS FS02,04/17/2022 17:52:13,16064,2021 Conaway South,12425,Female Song 02,"{""threshold"": 0.2, ""N"": 1}"
15371,2021 ConS NC01,04/17/2022 17:52:47,16064,2021 Conaway South,12171,Nestling Call 01,"{""threshold"": 0.2, ""N"": 1}"
15372,2021 ConE MS05,04/17/2022 17:53:36,16034,2021 Conaway East,10224,HL05 male song 5 (hyb),"{""threshold"": 0.2, ""N"": 1}"
15373,2021 ConE FS02,04/17/2022 17:54:09,16034,2021 Conaway East,12425,Female Song 02,"{""threshold"": 0.2, ""N"": 1}"
15374,2021 ConE NC01,04/17/2022 17:54:47,16034,2021 Conaway East,12171,Nestling Call 01,"{""threshold"": 0.2, ""N"": 1}"
15472,2019 Rush Ranch PCP2E FS07,04/20/2022 15:37:57,13618,2019 Rush Ranch partial,11884,PCP2E FS07,"{""threshold"": 0.2, ""N"": 1}"
15473,CR14 female song on full 2019 Rush Ranch,04/20/2022 15:38:24,13618,2019 Rush Ranch partial,7129,CR14 Female Song,"{""threshold"": 0.2, ""N"": 1}"
16091,2021 CNWR 27-1 FS01,05/21/2022 21:05:01,16101,2021 Colusa NWR 27-1,12174,Female Song 01,"{""threshold"": 0.2, ""N"": 1}"
16092,2021 CNWR 27-1 NC01,05/21/2022 21:07:27,16101,2021 Colusa NWR 27-1,12171,Nestling Call 01,"{""threshold"": 0.2, ""N"": 1}"
16188,2021 ConE Bob Saying Hi,05/27/2022 22:22:54,16034,2021 Conaway East,16121,Bob Saying Hi,"{""threshold"": 0.2, ""N"": 1}"
16531,2021 Hale Rd FC edge test,06/08/2022 12:27:25,16111,2021 Hale Road 2,12425,Female Song 02,"{""threshold"": 0.2, ""N"": 10}"
16532,2021 Hale Rd MS edge test,06/08/2022 12:28:23,16111,2021 Hale Road 2,10224,HL05 male song 5 (hyb),"{""threshold"": 0.2, ""N"": 10}"
16533,2021 Hale Rd NC edge test,06/08/2022 12:29:04,16111,2021 Hale Road 2,12171,Nestling Call 01,"{""threshold"": 0.2, ""N"": 10}"
16534,2021 Hale Rd YNC edge test,06/08/2022 14:03:41,16111,2021 Hale Road 2,12063,OC YNC04,"{""threshold"": 0.2, ""N"": 1, ""persite"": 10}"
16535,2021 Foley Ranch 10X MS 5.0,06/08/2022 15:15:16,16103,2021 Foley Ranch,10224,HL05 male song 5 (hyb),"{""threshold"": 0.2, ""N"": 10}"
16536,2021 Foley Ranch 10X FS01,06/08/2022 15:17:38,16103,2021 Foley Ranch,12174,Female Song 01,"{""threshold"": 0.2, ""N"": 10}"
16537,2021 Foley Ranch 10X NC01,06/08/2022 15:18:54,16103,2021 Foley Ranch,12171,Nestling Call 01,"{""threshold"": 0.2, ""N"": 10}"
16538,2021 Foley Ranch 10 X YNC04,06/08/2022 15:31:47,16103,2021 Foley Ranch,12063,OC YNC04,"{""threshold"": 0.2, ""N"": 10}"
16585,2021 YNC FR05 X10,06/09/2022 10:56:27,16103,2021 Foley Ranch,16418,YNC FR05,"{""threshold"": 0.2, ""N"": 10}"
16597,2021 FR ONC06 10X,06/09/2022 13:16:23,16103,2021 Foley Ranch,16448,ONC FR06,"{""threshold"": 0.2, ""N"": 10}"
16600,2021 FR ONC CRNC01 10X,06/09/2022 13:23:22,16103,2021 Foley Ranch,7596,CR01 Nestling Call,"{""threshold"": 0.2, ""N"": 10}"
16601,2021 HR ONCCR01 10X,06/09/2022 14:34:21,16111,2021 Hale Road 2,7596,CR01 Nestling Call,"{""threshold"": 0.2, ""N"": 10}"
16602,2021 ConS 10X MS05,06/09/2022 15:55:30,16064,2021 Conaway South,10224,HL05 male song 5 (hyb),"{""threshold"": 0.2, ""N"": 10}"
16603,2021 ConS 10X FS02,06/09/2022 15:56:05,16064,2021 Conaway South,12425,Female Song 02,"{""threshold"": 0.2, ""N"": 10}"
16604,2021 ConS 2021 YNC 10X,06/09/2022 15:57:03,16064,2021 Conaway South,12063,OC YNC04,"{""threshold"": 0.2, ""N"": 10}"
16605,2021 ConS 10x NC,06/09/2022 15:57:52,16064,2021 Conaway South,12171,Nestling Call 01,"{""threshold"": 0.2, ""N"": 10}"
16606,2021 ConS ONC CR01,06/09/2022 15:58:32,16064,2021 Conaway South,7596,CR01 Nestling Call,"{""threshold"": 0.2, ""N"": 10}"
16882,2021 IP 10X MS,06/16/2022 10:54:57,16095,2021 Iron Point,12733,CNWR 27-2 MS01,"{""threshold"": 0.2, ""N"": 10}"
16883,2021 IP 10X FS02,06/16/2022 10:55:33,16095,2021 Iron Point,12425,Female Song 02,"{""threshold"": 0.2, ""N"": 10}"
16948,2019 Creed RD YNC,06/20/2022 12:49:34,12239,2019 Creed Road,12063,OC YNC04,"{""threshold"": 0.2, ""N"": 1}"
16949,2019 Hay Landfill FS,06/20/2022 14:01:02,11450,2019 Hay Landfill,12425,Female Song 02,"{""threshold"": 0.2, ""N"": 1}"
16950,2019 Hay Landfill YNC,06/20/2022 14:01:45,11450,2019 Hay Landfill,12063,OC YNC04,"{""threshold"": 0.2, ""N"": 1}"
16951,2019 HL NC,06/20/2022 14:02:36,11450,2019 Hay Landfill,12171,Nestling Call 01,"{""threshold"": 0.2, ""N"": 1}"
16952,2019 HL NC,06/20/2022 14:04:02,11450,2019 Hay Landfill,7596,CR01 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
16976,2019 HL FS01,06/21/2022 13:59:35,11450,2019 Hay Landfill,12174,Female Song 01,"{""threshold"": 0.2, ""N"": 1}"
17420,2021 Plumas Arboga 10X MS01,07/02/2022 15:33:45,15984,2021 Plumas Arboga,12175,Plumas Arboga MS01,"{""threshold"": 0.2, ""N"": 10}"
17437,2019 HL YNC 02,07/05/2022 08:00:05,11450,2019 Hay Landfill,16872,YNC 02,"{""threshold"": 0.2, ""N"": 1}"
17509,Test Data 2021 RG1 Female Song 02,07/06/2022 10:35:04,18934,Test Data 2021 OC,12425,Female Song 02,"{""threshold"": 0.2, ""N"": 10}"
17511,Test Data 2021 RG1 YNC 02,07/06/2022 10:37:40,18934,Test Data 2021 OC,16872,YNC 02,"{""threshold"": 0.2, ""N"": 10}"
17514,Test Data 2021 RG1 MS 01,07/06/2022 10:47:57,18934,Test Data 2021 OC,16898,2021 MS RG1,"{""threshold"": 0.275, ""N"": 10}"
17536,Test Data 2021 RG1 Female Song 01,07/06/2022 15:41:33,18934,Test Data 2021 OC,12174,Female Song 01,"{""threshold"": 0.2, ""N"": 10}"
17538,Test Data 2021 RG1 Female Song 01,07/06/2022 15:51:31,18934,Test Data 2021 OC,12174,Female Song 01,"{""threshold"": 0.25, ""N"": 10}"
17539,MS test for TU,07/06/2022 17:16:38,18951,Test Data for TU,16872,YNC 02,"{""threshold"": 0.25, ""N"": 1}"
17739,Test Data Male Song 01,07/10/2022 10:46:56,18934,Test Data 2021 OC,16967,Male Song 01,"{""threshold"": 0.2, ""N"": 1}"
17740,Test Data Male Song 02,07/10/2022 10:47:35,18934,Test Data 2021 OC,16968,Male Song 02,"{""threshold"": 0.2, ""N"": 1}"
17741,Test Data Male Song 03,07/10/2022 10:52:30,18934,Test Data 2021 OC,16969,Male Song 03,"{""threshold"": 0.2, ""N"": 1}"
17742,All Data 2021 Male Song Type 5,07/10/2022 11:00:47,18987,All Data 2021,16970,Male Song Type 5,"{""threshold"": 0.2, ""N"": 1}"
17743,All Dafa FEmale Song 01,07/10/2022 15:43:37,18987,All Data 2021,12174,Female Song 01,"{""threshold"": 0.2, ""N"": 1}"
17865,2020 HL Female Song  01,07/13/2022 10:58:58,15743,2020 Hay Landfill,12174,Female Song 01,"{""threshold"": 0.2, ""N"": 1}"
17866,2020 HL Female Song 02,07/13/2022 11:00:34,15743,2020 Hay Landfill,12425,Female Song 02,"{""threshold"": 0.2, ""N"": 1}"
17996,Male Song Test Data for Elizabeth,07/15/2022 17:48:32,18934,Test Data 2021 OC,16970,Male Song Type 5,"{""threshold"": 0.2, ""N"": 5}"
17998,Male Song Test Data for Test User,07/15/2022 18:07:23,18934,Test Data 2021 OC,16970,Male Song Type 5,"{""threshold"": 0.2, ""N"": 5}"
18262,Male Song Test Data for Grace,07/26/2022 16:55:17,18934,Test Data 2021 OC,16970,Male Song Type 5,"{""threshold"": 0.2, ""N"": 5}"
18396,2019 CR YNC 01,08/04/2022 15:46:36,12239,2019 Creed Road,16873,YNC 01,"{""threshold"": 0.2, ""N"": 1}"
18573,2019 HL reviewed Female Song 01,08/08/2022 09:47:05,19617,2019 HL reviewed,12174,Female Song 01,"{""threshold"": 0.2, ""N"": 1}"
18575,2019 HL reviewed Middle Nestling Call,08/08/2022 09:52:48,19617,2019 HL reviewed,12171,Nestling Call 01,"{""threshold"": 0.2, ""N"": 1}"
18576,2019 HL reviewed Older Nestling Call,08/08/2022 09:53:43,19617,2019 HL reviewed,7596,CR01 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
18577,2019 HL reviewed HL05 MS,08/08/2022 09:57:58,19617,2019 HL reviewed,10224,HL05 male song 5 (hyb),"{""threshold"": 0.2, ""N"": 1}"
18578,2019 CR reviewed Male Song 5.0 CR,08/08/2022 09:59:02,19618,2019 CR reviewed,7539,Male Song 5.0 CR,"{""threshold"": 0.2, ""N"": 1}"
18579,2019 CR reviewed CR14 Female Song,08/08/2022 09:59:51,19618,2019 CR reviewed,7129,CR14 Female Song,"{""threshold"": 0.2, ""N"": 1}"
18580,2019 CR reviewed Nestling Call 01,08/08/2022 10:01:16,19618,2019 CR reviewed,12171,Nestling Call 01,"{""threshold"": 0.2, ""N"": 1}"
18581,2019 CR reviewed CR01 Nestling Call,08/08/2022 10:02:02,19618,2019 CR reviewed,7596,CR01 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
18647,2019 HL Reviewed  HL13 Female Song,08/09/2022 17:03:40,19617,2019 HL reviewed,10254,HL13 female song (hyb),"{""threshold"": 0.2, ""N"": 1}"
18648,2019 HL FS01 redo for time,08/09/2022 17:34:55,11450,2019 Hay Landfill,12174,Female Song 01,"{""threshold"": 0.2, ""N"": 1}"
19209,Male Chirp 01 test,08/23/2022 10:56:52,15743,2020 Hay Landfill,17465,Male Chirp 01,"{""threshold"": 0.2, ""N"": 1}"
19210,Odd Male test,08/23/2022 10:57:21,15743,2020 Hay Landfill,17453,Odd Male Voc 01,"{""threshold"": 0.2, ""N"": 1}"
19675,2019 RR reviewed vs PMJ,09/04/2022 14:38:11,19909,2019 RR reviewed,9151,RR20 Female Song 2019,"{""threshold"": 0.2, ""N"": 1}"
19676,2019 RR reviewed vs PMJ,09/04/2022 14:38:57,19909,2019 RR reviewed,9223,RR Male Song Type 5,"{""threshold"": 0.2, ""N"": 1}"
22069,2022 WA1 Male Song typ 5,09/16/2022 20:50:59,20077,2022 WA1,16970,Male Song Type 5,"{""threshold"": 0.2, ""N"": 1}"
22070,2022 WA1 Male Song v3,09/16/2022 21:45:06,20077,2022 WA1,15390,Male song v3 2021 CR,"{""threshold"": 0.2, ""N"": 1}"
26117,2022 Baja 1 MS 5.0,10/14/2022 13:28:13,20436,2022 Baja 1,16876,Male Song 5.0,"{""threshold"": 0.2, ""N"": 1}"
26118,2022 Baja 1 MS Baja 01,10/14/2022 13:36:01,20436,2022 Baja 1,18412,Baja Male Song 01,"{""threshold"": 0.2, ""N"": 1}"
26122,2022 Baja 1 Female Song 01,10/14/2022 13:50:22,20436,2022 Baja 1,12174,Female Song 01,"{""threshold"": 0.2, ""N"": 1}"
26123,2022 Baja 1 FS 02,10/14/2022 13:50:45,20436,2022 Baja 1,12425,Female Song 02,"{""threshold"": 0.2, ""N"": 1}"
26124,2022 Baja 1 Female song 03,10/14/2022 13:51:17,20436,2022 Baja 1,16022,Female Song 03,"{""threshold"": 0.2, ""N"": 1}"
26125,2022 Baja 1 NC01,10/14/2022 13:51:52,20436,2022 Baja 1,12171,Nestling Call 01,"{""threshold"": 0.2, ""N"": 1}"
26135,2022 Rancho Jamul MS Baja01,10/14/2022 19:01:36,20452,2022 Rancho Jamul,18412,Baja Male Song 01,"{""threshold"": 0.2, ""N"": 1}"
26136,2022 Baja 1 YNC 01,10/14/2022 19:11:13,20436,2022 Baja 1,16873,YNC 01,"{""threshold"": 0.2, ""N"": 1}"
26137,2022 Baja 1 YNC 02,10/14/2022 19:11:46,20436,2022 Baja 1,16872,YNC 02,"{""threshold"": 0.2, ""N"": 1}"
26153,2022 Baja 1 ONC CR01,10/14/2022 23:39:26,20436,2022 Baja 1,7596,CR01 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
26154,2022 Baja 1 ONC HL04,10/14/2022 23:40:09,20436,2022 Baja 1,11855,HL04 NC 2020,"{""threshold"": 0.2, ""N"": 1}"
26160,2022 WA HS WA01,10/15/2022 16:35:22,20457,2022 WA Harder Spring,18431,WA 01,"{""threshold"": 0.2, ""N"": 1}"
26161,2022 WA HS MSWA02,10/15/2022 21:55:38,20457,2022 WA Harder Spring,18432,WA 02,"{""threshold"": 0.2, ""N"": 1}"
26162,2022 WS HS MSWA03,10/15/2022 21:57:05,20457,2022 WA Harder Spring,18433,WA 03,"{""threshold"": 0.2, ""N"": 1}"
26163,2022 WA HS MSWA04,10/15/2022 21:57:31,20457,2022 WA Harder Spring,18434,WA 04,"{""threshold"": 0.2, ""N"": 1}"
26164,2022 WS HS FS01,10/15/2022 22:08:21,20457,2022 WA Harder Spring,12174,Female Song 01,"{""threshold"": 0.2, ""N"": 1}"
26165,2022 WA HS FS 02,10/15/2022 22:08:51,20457,2022 WA Harder Spring,12425,Female Song 02,"{""threshold"": 0.2, ""N"": 1}"
26166,2022 WA HS FS03,10/15/2022 22:09:15,20457,2022 WA Harder Spring,16022,Female Song 03,"{""threshold"": 0.2, ""N"": 1}"
26167,2022 WA HS YNC01,10/15/2022 22:09:44,20457,2022 WA Harder Spring,16873,YNC 01,"{""threshold"": 0.2, ""N"": 1}"
26168,2022 WA HS YNC02,10/15/2022 22:10:11,20457,2022 WA Harder Spring,16872,YNC 02,"{""threshold"": 0.2, ""N"": 1}"
26169,2022 WA HS NC01,10/15/2022 22:11:07,20457,2022 WA Harder Spring,12171,Nestling Call 01,"{""threshold"": 0.2, ""N"": 1}"
26170,2022 WA HS ONC CR01,10/15/2022 22:12:17,20457,2022 WA Harder Spring,7596,CR01 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
28764,2021 Kern4 Nestling Call 01,11/03/2022 14:54:56,16083,2021 Kern 4,12171,Nestling Call 01,"{""threshold"": 0.2, ""N"": 1}"
28765,2021 Kern4 Female Song 03,11/03/2022 14:55:43,16083,2021 Kern 4,16022,Female Song 03,"{""threshold"": 0.2, ""N"": 1}"
28766,2021 Kern4 MS01,11/03/2022 14:56:23,16083,2021 Kern 4,18653,Kern 5 MS01,"{""threshold"": 0.2, ""N"": 1}"
28780,2021 Kern4 YNC01,11/03/2022 15:42:44,16083,2021 Kern 4,16873,YNC 01,"{""threshold"": 0.2, ""N"": 1}"
28782,2021 Kern4 K$NC01,11/03/2022 15:58:15,16083,2021 Kern 4,18668,Kern4 NC01,"{""threshold"": 0.2, ""N"": 1}"
28783,2021 Kern4 K4NC02,11/03/2022 15:58:46,16083,2021 Kern 4,18672,Kern4 NC02,"{""threshold"": 0.2, ""N"": 1}"
28784,2021 K4 ONC01,11/03/2022 16:30:32,16083,2021 Kern 4,16877,ONC 01,"{""threshold"": 0.2, ""N"": 1}"
28785,2021 K4 ONC09,11/03/2022 16:31:14,16083,2021 Kern 4,16909,ONC 09,"{""threshold"": 0.2, ""N"": 1}"
28793,2021 K4 ONC K4NC04,11/03/2022 19:02:48,16083,2021 Kern 4,18680,K4 NC04,"{""threshold"": 0.2, ""N"": 1}"
29105,2021 K6 BEVI01,11/09/2022 11:32:33,17425,2021 Kern 6,18776,BEVI 01,"{""threshold"": 0.2, ""N"": 1}"
29115,2022 K6 BEVI02,11/09/2022 12:13:20,17425,2021 Kern 6,18777,BEVI02,"{""threshold"": 0.2, ""N"": 1}"
29116,2021 K6 BEVI03,11/09/2022 12:13:55,17425,2021 Kern 6,18778,BEVI03,"{""threshold"": 0.2, ""N"": 1}"
29121,2021 Kern 7 K5MS02,11/09/2022 17:06:32,17784,2021 Kern 7,18654,Kern 5 MS02,"{""threshold"": 0.2, ""N"": 1}"
29261,2021 CNWR 27-2 NC01,11/15/2022 12:08:28,16085,2021 Colusa NWR 27-2,12171,Nestling Call 01,"{""threshold"": 0.2, ""N"": 1}"
29267,2021 ConS YNC 02,11/15/2022 15:23:27,16064,2021 Conaway South,16872,YNC 02,"{""threshold"": 0.2, ""N"": 1}"
29268,2021 ConS YNC01,11/15/2022 15:23:51,16064,2021 Conaway South,16873,YNC 01,"{""threshold"": 0.2, ""N"": 1}"
29269,2021 ConS 2nd ONC CR01,11/15/2022 15:25:21,16064,2021 Conaway South,7596,CR01 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
29273,2021 ConW FS02,11/15/2022 18:27:00,13252,2021 Conaway West,12425,Female Song 02,"{""threshold"": 0.2, ""N"": 1}"
29274,2021 ConW FS03,11/15/2022 18:27:29,13252,2021 Conaway West,16022,Female Song 03,"{""threshold"": 0.2, ""N"": 1}"
29275,2021 ConW NC01,11/15/2022 18:31:40,13252,2021 Conaway West,12171,Nestling Call 01,"{""threshold"": 0.2, ""N"": 1}"
29653,2021 Hale Rd ONC,11/21/2022 11:39:00,16111,2021 Hale Road 2,12013,OC NC01,"{""threshold"": 0.2, ""N"": 1}"
29654,2021 Hale Rd ONC CR01,11/21/2022 11:40:25,16111,2021 Hale Road 2,7596,CR01 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
30119,2021 Kern 5 ONC,11/28/2022 17:57:23,17426,2021 Kern 5,7596,CR01 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
30144,2021 PCP2E ONC CR01,11/29/2022 14:51:43,15925,2021 PCP2E 08:00-17:40,7596,CR01 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
30145,2021 PCP2E YNC 01,11/29/2022 14:52:11,15925,2021 PCP2E 08:00-17:40,16873,YNC 01,"{""threshold"": 0.2, ""N"": 1}"
30356,2021 OC ONC CR01,12/01/2022 16:21:22,15969,2021 Orchard Creek,7596,CR01 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
30357,2021 OC MNC NC01,12/01/2022 16:28:18,15969,2021 Orchard Creek,12171,Nestling Call 01,"{""threshold"": 0.2, ""N"": 1}"
30366,2021 SP YNC 01,12/01/2022 17:47:43,15720,2021 Sedgwick,16873,YNC 01,"{""threshold"": 0.2, ""N"": 1}"
30441,2021 WW3 YNC 01,12/02/2022 15:06:58,15738,2021 Willey Wetlands 3,16873,YNC 01,"{""threshold"": 0.2, ""N"": 1}"
30458,2021 WWP YNC01,12/02/2022 16:26:41,16139,2021 Wind Wolves Preserve,16873,YNC 01,"{""threshold"": 0.2, ""N"": 1}"
30459,2021 WWP ONC,12/02/2022 16:27:03,16139,2021 Wind Wolves Preserve,7596,CR01 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
30460,2021 SJWA YNC 01,12/02/2022 19:02:47,16143,2021 SJWA,16873,YNC 01,"{""threshold"": 0.2, ""N"": 1}"
30461,2021 SJWA NC01,12/02/2022 19:03:11,16143,2021 SJWA,12171,Nestling Call 01,"{""threshold"": 0.2, ""N"": 1}"
30623,2021 Kern 7 YNC01,12/04/2022 17:26:03,17784,2021 Kern 7,16873,YNC 01,"{""threshold"": 0.2, ""N"": 1}"
30633,2021 PCP1W ONC,12/06/2022 15:16:09,15989,2021 Panoche Creek Preserve 1W,7596,CR01 Nestling Call,"{""threshold"": 0.2, ""N"": 1}"
31005,2022 SJWA MS02,12/24/2022 00:41:23,21900,2022 SJWA,13304,SJWA MS02,"{""threshold"": 0.2, ""N"": 1}"
31007,2022 SJWA MNC,12/24/2022 00:43:32,21900,2022 SJWA,12171,Nestling Call 01,"{""threshold"": 0.2, ""N"": 1}"
31008,2022 SJWA MS03,12/24/2022 00:47:54,21900,2022 SJWA,19789,SJWA MS03,"{""threshold"": 0.2, ""N"": 1}"
31009,2022 SJWA MS04,12/24/2022 00:48:25,21900,2022 SJWA,19790,SJWA MS04,"{""threshold"": 0.2, ""N"": 1}"
31010,2022 SJWA FS03,12/24/2022 01:13:22,21900,2022 SJWA,16022,Female Song 03,"{""threshold"": 0.2, ""N"": 1}"
31011,2022 SJWA FS02,12/24/2022 01:13:59,21900,2022 SJWA,12425,Female Song 02,"{""threshold"": 0.2, ""N"": 1}"
31012,2022 SJWA YNC01,12/24/2022 01:14:32,21900,2022 SJWA,16873,YNC 01,"{""threshold"": 0.2, ""N"": 1}"
31267,2022 SJWA ONC,12/28/2022 23:34:34,21900,2022 SJWA,16909,ONC 09,"{""threshold"": 0.2, ""N"": 1}"
31364,2022 HL-T MS05,01/08/2023 00:40:05,21981,2022 Private Site 3 - not real lat lon,16876,Male Song 5.0,"{""threshold"": 0.2, ""N"": 1}"
31365,2022 HL-T FS01,01/08/2023 00:40:53,21981,2022 Private Site 3 - not real lat lon,12174,Female Song 01,"{""threshold"": 0.2, ""N"": 1}"
31366,2022 HL-T FS02,01/08/2023 00:41:30,21981,2022 Private Site 3 - not real lat lon,12425,Female Song 02,"{""threshold"": 0.2, ""N"": 1}"
31367,2022 HL-T FS03,01/08/2023 00:42:00,21981,2022 Private Site 3 - not real lat lon,16022,Female Song 03,"{""threshold"": 0.2, ""N"": 1}"
31368,2022 HL-T YNC01,01/08/2023 00:42:43,21981,2022 Private Site 3 - not real lat lon,16873,YNC 01,"{""threshold"": 0.2, ""N"": 1}"
31369,2022 HL-T YNC02,01/08/2023 00:43:15,21981,2022 Private Site 3 - not real lat lon,16872,YNC 02,"{""threshold"": 0.2, ""N"": 1}"
31370,2022 HL-T MNC,01/08/2023 00:44:07,21981,2022 Private Site 3 - not real lat lon,12171,Nestling Call 01,"{""threshold"": 0.2, ""N"": 1}"
31371,2022 HL-T ONC,01/08/2023 00:44:49,21981,2022 Private Site 3 - not real lat lon,16877,ONC 01,"{""threshold"": 0.2, ""N"": 1}"
31372,2022 HL-T HL-MS01,01/08/2023 00:49:29,21981,2022 Private Site 3 - not real lat lon,19951,Hulen Levee MS01,"{""threshold"": 0.2, ""N"": 1}"
31375,2022 HL-S MS HL-MS01,01/08/2023 19:42:57,21982,2022 Private Site 2 - not real lat lon,19951,Hulen Levee MS01,"{""threshold"": 0.2, ""N"": 1}"
31376,2022 HL-S FS03,01/08/2023 19:43:24,21982,2022 Private Site 2 - not real lat lon,16022,Female Song 03,"{""threshold"": 0.2, ""N"": 1}"
31377,2022 HL-S YNC01,01/08/2023 19:44:09,21982,2022 Private Site 2 - not real lat lon,16873,YNC 01,"{""threshold"": 0.2, ""N"": 1}"
31378,2022 HL-S MCN,01/08/2023 19:44:43,21982,2022 Private Site 2 - not real lat lon,12171,Nestling Call 01,"{""threshold"": 0.2, ""N"": 1}"
31379,2022 HL-S ONC01,01/08/2023 19:45:40,21982,2022 Private Site 2 - not real lat lon,16877,ONC 01,"{""threshold"": 0.2, ""N"": 1}"
31380,2022 Sandy Mush HL01,01/08/2023 21:41:18,21983,2022 Private Site 1 - not real lat lon,19951,Hulen Levee MS01,"{""threshold"": 0.2, ""N"": 1}"
31381,2022 Sandy Mush FS03,01/08/2023 21:41:46,21983,2022 Private Site 1 - not real lat lon,16022,Female Song 03,"{""threshold"": 0.2, ""N"": 1}"
31382,2022 Sandy Mush YNC01,01/08/2023 21:42:20,21983,2022 Private Site 1 - not real lat lon,16873,YNC 01,"{""threshold"": 0.2, ""N"": 1}"
31383,2022 Sandy Mush MNC01,01/08/2023 21:43:31,21983,2022 Private Site 1 - not real lat lon,12171,Nestling Call 01,"{""threshold"": 0.2, ""N"": 1}"
31384,2022 Sandy Mush ONC,01/08/2023 21:45:24,21983,2022 Private Site 1 - not real lat lon,16909,ONC 09,"{""threshold"": 0.2, ""N"": 1}"
31422,2022 PCP Loc5  MS,01/09/2023 23:01:43,22000,2022 Panoche Creek Preserve Loc5,12203,PCP1W MS04,"{""threshold"": 0.2, ""N"": 1}"
31423,2022 PCP Loc5 Female,01/09/2023 23:02:17,22000,2022 Panoche Creek Preserve Loc5,16022,Female Song 03,"{""threshold"": 0.2, ""N"": 1}"
31424,2022 PCP Loc5 YNC,01/09/2023 23:02:48,22000,2022 Panoche Creek Preserve Loc5,16873,YNC 01,"{""threshold"": 0.2, ""N"": 1}"
31425,2022 PCP Loc5 MNC,01/09/2023 23:03:24,22000,2022 Panoche Creek Preserve Loc5,12171,Nestling Call 01,"{""threshold"": 0.2, ""N"": 1}"
31426,2022 PCP Loc5 ONC,01/09/2023 23:03:55,22000,2022 Panoche Creek Preserve Loc5,16911,ONC 11,"{""threshold"": 0.2, ""N"": 1}"
31427,2022 PCP Loc5 HLT MS01,01/09/2023 23:08:04,22000,2022 Panoche Creek Preserve Loc5,19951,Hulen Levee MS01,"{""threshold"": 0.2, ""N"": 1}"
31428,2022 PCP Loc5 Female 01,01/09/2023 23:23:06,22000,2022 Panoche Creek Preserve Loc5,12174,Female Song 01,"{""threshold"": 0.2, ""N"": 1}"
31429,2022 PCP Loc5 MS,01/09/2023 23:26:23,22000,2022 Panoche Creek Preserve Loc5,20023,PCP Loc4 MS,"{""threshold"": 0.2, ""N"": 1}"
31468,2022 SJWA FS01,01/10/2023 23:30:42,21900,2022 SJWA,12174,Female Song 01,"{""threshold"": 0.2, ""N"": 1}"
31522,2022 SJWA YNC 02,01/11/2023 23:36:47,21900,2022 SJWA,16872,YNC 02,"{""threshold"": 0.2, ""N"": 1}"
31595,2022 CNWR T27.1 MS,01/14/2023 01:03:17,22080,2022 Colusa NWR T27.1,12733,CNWR 27-2 MS01,"{""threshold"": 0.2, ""N"": 1}"
