classification_result_id,job_id,job_name,model_id,model_name,recording_id,species_id,songtype_id,present
18422387,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390017,9897,7,1
18422388,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390028,9897,7,1
18422389,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390033,9897,7,1
18422390,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390045,9897,7,1
18422391,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390046,9897,7,1
18422392,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390061,9897,7,0
18422393,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390062,9897,7,0
18422394,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390066,9897,7,1
18422395,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390074,9897,7,0
18422396,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390080,9897,7,1
18422397,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390091,9897,7,1
18422398,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390097,9897,7,1
18422399,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390102,9897,7,0
18422400,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390105,9897,7,1
18422401,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390107,9897,7,1
18422402,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390116,9897,7,1
18422403,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390121,9897,7,1
18422404,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390122,9897,7,0
18422405,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390123,9897,7,1
18422406,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390132,9897,7,1
18422407,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390136,9897,7,1
18422408,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390140,9897,7,1
18422409,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390150,9897,7,1
18422410,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390153,9897,7,1
18422411,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390161,9897,7,0
18422412,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390177,9897,7,1
18422413,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390185,9897,7,1
18422414,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390192,9897,7,1
18422415,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390193,9897,7,1
18422416,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390197,9897,7,1
18422417,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390204,9897,7,1
18422418,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390206,9897,7,1
18422419,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390208,9897,7,1
18422420,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390209,9897,7,0
18422421,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390212,9897,7,1
18422422,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390214,9897,7,0
18422423,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390215,9897,7,1
18422424,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390216,9897,7,0
18422425,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390217,9897,7,1
18422426,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390220,9897,7,1
18422427,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390223,9897,7,1
18422428,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390233,9897,7,1
18422429,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390243,9897,7,0
18422430,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390245,9897,7,1
18422431,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390257,9897,7,0
18422432,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390258,9897,7,1
18422433,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390259,9897,7,1
18422434,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390260,9897,7,0
18422435,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390261,9897,7,1
18422436,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390262,9897,7,1
18422437,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390264,9897,7,1
18422438,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390268,9897,7,0
18422439,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390272,9897,7,1
18422440,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390273,9897,7,0
18422441,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390284,9897,7,1
18422442,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390286,9897,7,1
18422443,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390292,9897,7,1
18422444,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390293,9897,7,1
18422445,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390296,9897,7,0
18422446,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390298,9897,7,1
18422447,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390305,9897,7,1
18422448,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390307,9897,7,1
18422449,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390312,9897,7,1
18422450,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390315,9897,7,1
18422451,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390316,9897,7,1
18422452,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390325,9897,7,1
18422453,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390336,9897,7,1
18422454,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390352,9897,7,0
18422455,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390353,9897,7,1
18422456,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390356,9897,7,1
18422457,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390359,9897,7,1
18422458,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390360,9897,7,1
18422459,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390367,9897,7,1
18422460,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390368,9897,7,1
18422461,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390376,9897,7,1
18422462,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390379,9897,7,1
18422463,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390380,9897,7,1
18422464,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390387,9897,7,1
18422465,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390388,9897,7,1
18422466,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390406,9897,7,1
18422467,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390409,9897,7,0
18422468,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390411,9897,7,0
18422469,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390420,9897,7,1
18422470,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390422,9897,7,0
18422471,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390438,9897,7,0
18422472,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390446,9897,7,1
18422473,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390449,9897,7,1
18422474,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390454,9897,7,1
18422475,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390459,9897,7,1
18422476,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390462,9897,7,1
18422477,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390468,9897,7,0
18422478,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390469,9897,7,1
18422479,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390472,9897,7,1
18422480,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390488,9897,7,1
18422481,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390490,9897,7,1
18422482,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390498,9897,7,1
18422483,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390505,9897,7,1
18422484,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390508,9897,7,1
18422485,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390519,9897,7,1
18422486,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390530,9897,7,1
18422487,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390536,9897,7,1
18422488,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390537,9897,7,1
18422489,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390546,9897,7,1
18422490,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390553,9897,7,1
18422491,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390554,9897,7,1
18422492,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390559,9897,7,1
18422493,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390563,9897,7,1
18422494,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390572,9897,7,0
18422495,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390576,9897,7,1
18422496,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390578,9897,7,1
18422497,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390590,9897,7,1
18422498,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390593,9897,7,0
18422499,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390596,9897,7,1
18422500,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390598,9897,7,1
18422501,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390613,9897,7,1
18422502,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390620,9897,7,1
18422503,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390623,9897,7,1
18422504,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390652,9897,7,1
18422505,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390660,9897,7,1
18422506,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390672,9897,7,1
18422507,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390677,9897,7,1
18422508,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390678,9897,7,1
18422509,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390689,9897,7,0
18422510,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390709,9897,7,1
18422511,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390718,9897,7,1
18422512,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390723,9897,7,1
18422513,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390726,9897,7,1
18422514,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390747,9897,7,1
18422515,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390749,9897,7,1
18422516,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390756,9897,7,1
18422517,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390762,9897,7,1
18422518,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390774,9897,7,1
18422519,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390781,9897,7,1
18422520,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390795,9897,7,1
18422521,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390801,9897,7,1
18422522,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390802,9897,7,1
18422523,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390805,9897,7,1
18422524,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390806,9897,7,1
18422525,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390807,9897,7,1
18422526,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390826,9897,7,0
18422527,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390837,9897,7,1
18422528,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390850,9897,7,1
18422529,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390866,9897,7,1
18422530,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390869,9897,7,1
18422531,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390875,9897,7,1
18422532,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390886,9897,7,1
18422533,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390889,9897,7,1
18422534,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390895,9897,7,1
18422535,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390896,9897,7,1
18422536,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390906,9897,7,1
18422537,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390908,9897,7,0
18422538,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390915,9897,7,1
18422539,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390920,9897,7,1
18422540,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390926,9897,7,1
18422541,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390930,9897,7,1
18422542,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390931,9897,7,1
18422543,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390941,9897,7,1
18422544,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390943,9897,7,1
18422545,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390950,9897,7,1
18422546,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390951,9897,7,1
18422547,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390956,9897,7,1
18422548,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390957,9897,7,1
18422549,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390975,9897,7,0
18422550,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390981,9897,7,1
18422551,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390983,9897,7,0
18422552,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2390997,9897,7,1
18422553,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391001,9897,7,1
18422554,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391009,9897,7,1
18422555,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391021,9897,7,1
18422556,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391030,9897,7,1
18422557,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391049,9897,7,0
18422558,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391054,9897,7,1
18422559,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391059,9897,7,1
18422560,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391063,9897,7,1
18422561,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391064,9897,7,0
18422562,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391075,9897,7,1
18422563,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391080,9897,7,0
18422564,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391098,9897,7,1
18422565,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391101,9897,7,1
18422566,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391115,9897,7,0
18422567,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391120,9897,7,0
18422568,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391133,9897,7,0
18422569,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391140,9897,7,1
18422570,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391142,9897,7,0
18422571,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391152,9897,7,1
18422572,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391155,9897,7,1
18422573,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391161,9897,7,0
18422574,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391162,9897,7,0
18422575,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391163,9897,7,1
18422576,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391173,9897,7,1
18422577,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391191,9897,7,1
18422578,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391192,9897,7,1
18422579,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391197,9897,7,0
18422580,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391209,9897,7,1
18422581,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391211,9897,7,1
18422582,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391212,9897,7,1
18422583,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391217,9897,7,0
18422584,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391223,9897,7,1
18422585,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391225,9897,7,1
18422586,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391237,9897,7,1
18422587,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391239,9897,7,0
18422588,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391240,9897,7,0
18422589,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391250,9897,7,1
18422590,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391251,9897,7,1
18422591,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391259,9897,7,1
18422592,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391261,9897,7,0
18422593,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391264,9897,7,1
18422594,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391266,9897,7,1
18422595,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391277,9897,7,0
18422596,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391278,9897,7,0
18422597,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391287,9897,7,0
18422598,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391311,9897,7,0
18422599,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391312,9897,7,1
18422600,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391330,9897,7,1
18422601,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391331,9897,7,0
18422602,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391334,9897,7,0
18422603,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391338,9897,7,1
18422604,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391343,9897,7,1
18422605,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391347,9897,7,1
18422606,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391358,9897,7,0
18422607,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391359,9897,7,1
18422608,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391360,9897,7,0
18422609,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391364,9897,7,1
18422610,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391371,9897,7,0
18422611,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391373,9897,7,1
18422612,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391375,9897,7,0
18422613,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391389,9897,7,0
18422614,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391394,9897,7,1
18422615,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391396,9897,7,1
18422616,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391402,9897,7,1
18422617,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391419,9897,7,1
18422618,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391422,9897,7,1
18422619,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391427,9897,7,1
18422620,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391430,9897,7,1
18422621,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391431,9897,7,1
18422622,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391444,9897,7,0
18422623,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391446,9897,7,0
18422624,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391447,9897,7,1
18422625,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391461,9897,7,1
18422626,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391462,9897,7,1
18422627,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391463,9897,7,1
18422628,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391464,9897,7,1
18422629,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391466,9897,7,1
18422630,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391473,9897,7,1
18422631,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391488,9897,7,1
18422632,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391511,9897,7,1
18422633,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391513,9897,7,0
18422634,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391518,9897,7,1
18422635,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391522,9897,7,1
18422636,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391525,9897,7,1
18422637,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391529,9897,7,1
18422638,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391541,9897,7,1
18422639,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391544,9897,7,1
18422640,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391566,9897,7,0
18422641,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391575,9897,7,1
18422642,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391584,9897,7,1
18422643,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391592,9897,7,0
18422644,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391596,9897,7,0
18422645,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391598,9897,7,1
18422646,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391601,9897,7,1
18422647,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391603,9897,7,1
18422648,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391604,9897,7,1
18422649,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391610,9897,7,1
18422650,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391637,9897,7,1
18422651,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391646,9897,7,0
18422652,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391662,9897,7,0
18422653,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391663,9897,7,0
18422654,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391664,9897,7,1
18422655,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391665,9897,7,1
18422656,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391674,9897,7,1
18422657,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391678,9897,7,0
18422658,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391698,9897,7,0
18422659,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391700,9897,7,1
18422660,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391710,9897,7,1
18422661,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2391713,9897,7,1
18422662,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2392005,9897,7,1
18422663,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2392007,9897,7,1
18422664,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2392010,9897,7,1
18422665,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2392013,9897,7,1
18422666,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2392017,9897,7,1
18422667,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2392020,9897,7,1
18422668,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2392021,9897,7,1
18422669,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2392025,9897,7,1
18422670,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2392029,9897,7,1
18422671,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2392032,9897,7,1
18422672,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2392035,9897,7,1
18422673,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2392036,9897,7,1
18422674,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2392051,9897,7,1
18422675,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2392074,9897,7,1
18422676,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2392075,9897,7,1
18422677,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2392076,9897,7,1
18422678,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2392083,9897,7,1
18422679,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2392084,9897,7,1
18422680,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2392091,9897,7,1
18422681,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2392093,9897,7,1
18422682,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2392095,9897,7,1
18422683,9882,TRBL next chatter 01,2720,TRBL nest chatter 01 larger,2392096,9897,7,1
