recording_id,site_id,datetime,datetime_utc,sample_rate,duration,samples,file_size,bit_rate,sample_encoding,upload_time,meta,url
254638053,77023,06/01/2024 01:40:00,06/01/2024 08:40:00,48000,60,2880000,0,416915,flac,07/11/2025 19:26:58,"{""comment"":""Recorded at 01:40:00 01/06/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.6V and temperature was 13.1C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-06-01_01-40.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/06/01/ldsm2sbs3di1/5cb8cf6b-e88d-4a45-8346-adb21e7d5535.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=1f201086f8d721b8a349b152cacac65ca049196dc99dc5258817885aeab69e6d&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D5cb8cf6b-e88d-4a45-8346-adb21e7d5535.flac&x-id=GetObject
254638060,77023,05/29/2024 19:40:00,05/30/2024 02:40:00,48000,60,2880000,0,419786,flac,07/11/2025 19:27:00,"{""comment"":""Recorded at 19:40:00 29/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.7V and temperature was 27.4C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-29_19-40.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/30/ldsm2sbs3di1/1f717ccf-9a0a-44a6-9b6b-c358a4cfa3e0.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=ce1d933cbd03218b51f6f8f8c51acadc271819917b4602dfd06fab8906459697&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D1f717ccf-9a0a-44a6-9b6b-c358a4cfa3e0.flac&x-id=GetObject
254638067,77023,05/31/2024 05:40:00,05/31/2024 12:40:00,48000,60,2880000,0,421301,flac,07/11/2025 19:27:01,"{""comment"":""Recorded at 05:40:00 31/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.6V and temperature was 11.4C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-31_05-40.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/31/ldsm2sbs3di1/4d0b84cd-7712-4e18-8462-92e2029d06df.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=04266fdd10ca923d748d9a5708e7e510403522aef99be7b6c88ddffd2016183d&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D4d0b84cd-7712-4e18-8462-92e2029d06df.flac&x-id=GetObject
254638075,77023,05/30/2024 15:00:00,05/30/2024 22:00:00,48000,60,2880000,0,424145,flac,07/11/2025 19:27:03,"{""comment"":""Recorded at 15:00:00 30/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.7V and temperature was 32.8C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-30_15-00.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/30/ldsm2sbs3di1/69d42a57-8f2f-4787-8396-626b06d56b74.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=45c951835bddc748b4e5bef90861a38e5d100e512fcc7a5e76373bc5fd0a555b&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D69d42a57-8f2f-4787-8396-626b06d56b74.flac&x-id=GetObject
254638076,77023,05/30/2024 09:40:00,05/30/2024 16:40:00,48000,60,2880000,0,442464,flac,07/11/2025 19:27:03,"{""comment"":""Recorded at 09:40:00 30/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.6V and temperature was 30.9C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-30_09-40.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/30/ldsm2sbs3di1/7d70bf70-5202-46d1-bf89-4376b4549938.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=4f72071bc3f8a7edf95f96b25f146990a2e47939f75ece123f719027aef31e88&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D7d70bf70-5202-46d1-bf89-4376b4549938.flac&x-id=GetObject
254638080,77023,05/31/2024 07:40:00,05/31/2024 14:40:00,48000,60,2880000,0,425970,flac,07/11/2025 19:27:04,"{""comment"":""Recorded at 07:40:00 31/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.6V and temperature was 27.7C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-31_07-40.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/31/ldsm2sbs3di1/cfa49dbf-0677-47ef-80f5-42fced3b2567.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=43412f4ca3921385ac7d9c7b5aafde41e394322fa09848bef4b4741d004aebe4&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dcfa49dbf-0677-47ef-80f5-42fced3b2567.flac&x-id=GetObject
254638085,77023,05/29/2024 17:00:00,05/30/2024 00:00:00,48000,60,2880000,0,432639,flac,07/11/2025 19:27:06,"{""comment"":""Recorded at 17:00:00 29/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.7V and temperature was 29.8C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-29_17-00.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/30/ldsm2sbs3di1/f417448a-f346-4146-a855-5d72069b61b6.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=cf66eee6a259035c4bf74a51656e93700561460c783b68c6e4e560b0044ff547&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Df417448a-f346-4146-a855-5d72069b61b6.flac&x-id=GetObject
254638089,77023,05/31/2024 04:00:00,05/31/2024 11:00:00,48000,60,2880000,0,417573,flac,07/11/2025 19:27:07,"{""comment"":""Recorded at 04:00:00 31/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.6V and temperature was 12.6C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-31_04-00.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/31/ldsm2sbs3di1/1eeb1959-bfb5-444c-90b6-ddcfabddde67.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=287ee609809f0b6751c39ddc1888f61acaad94cee0e43e57ce238884f5b1f1f0&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D1eeb1959-bfb5-444c-90b6-ddcfabddde67.flac&x-id=GetObject
254638098,77023,05/29/2024 16:40:00,05/29/2024 23:40:00,48000,60,2880000,0,430417,flac,07/11/2025 19:27:09,"{""comment"":""Recorded at 16:40:00 29/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.7V and temperature was 29.8C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-29_16-40.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/29/ldsm2sbs3di1/723eb787-d612-4fbf-8896-b37e86da0acc.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=95f7cc0e3cba6decddb18787a76ee153c48b4c7a7e4ef6db817758afba8d7988&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D723eb787-d612-4fbf-8896-b37e86da0acc.flac&x-id=GetObject
254638100,77023,05/29/2024 18:00:00,05/30/2024 01:00:00,48000,60,2880000,0,430079,flac,07/11/2025 19:27:10,"{""comment"":""Recorded at 18:00:00 29/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.7V and temperature was 29.4C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-29_18-00.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/30/ldsm2sbs3di1/7f293f3e-cf40-4c09-97f4-f9743ed9daac.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=90edcac45709d67ab9f780778a692460616ef9f44280d366bfb8d52074fd1bcc&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D7f293f3e-cf40-4c09-97f4-f9743ed9daac.flac&x-id=GetObject
254638103,77023,05/30/2024 11:00:00,05/30/2024 18:00:00,48000,60,2880000,0,433898,flac,07/11/2025 19:27:11,"{""comment"":""Recorded at 11:00:00 30/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.7V and temperature was 31.5C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-30_11-00.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/30/ldsm2sbs3di1/87edd7dd-bbc2-4a4a-811f-84d360b3ae0c.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=5af4b7297390eafc82a624d2bb545635b11395a509755f8aa32af8f7e637a93d&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D87edd7dd-bbc2-4a4a-811f-84d360b3ae0c.flac&x-id=GetObject
254638105,77023,05/30/2024 09:00:00,05/30/2024 16:00:00,48000,60,2880000,0,461818,flac,07/11/2025 19:27:11,"{""comment"":""Recorded at 09:00:00 30/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.6V and temperature was 30.2C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-30_09-00.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/30/ldsm2sbs3di1/d478a899-84ca-41f9-a1b8-27914161b8fb.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=ce792875767c3a56cb96b2200aabbfb7de5e3297c885a8f7920bc1158c69a4d7&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dd478a899-84ca-41f9-a1b8-27914161b8fb.flac&x-id=GetObject
254638110,77023,05/31/2024 02:00:00,05/31/2024 09:00:00,48000,60,2880000,0,418234,flac,07/11/2025 19:27:13,"{""comment"":""Recorded at 02:00:00 31/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.6V and temperature was 16.6C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-31_02-00.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/31/ldsm2sbs3di1/304c8947-c74b-410e-8d99-c0874da1a850.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=1c81fabb2b209f4c0b6975154bf8059321530d1917af97fd72eddf720b12292e&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D304c8947-c74b-410e-8d99-c0874da1a850.flac&x-id=GetObject
254638116,77023,05/30/2024 08:00:00,05/30/2024 15:00:00,48000,60,2880000,0,431932,flac,07/11/2025 19:27:15,"{""comment"":""Recorded at 08:00:00 30/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.6V and temperature was 29.4C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-30_08-00.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/30/ldsm2sbs3di1/8637bc7b-f1be-4f20-bc2e-15e417cd7ee2.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=6211a28bc1eab8819340a0c94f9bd3234bff6e62a44bf3b1c70de73c3189b060&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D8637bc7b-f1be-4f20-bc2e-15e417cd7ee2.flac&x-id=GetObject
254638125,77023,05/31/2024 20:40:00,06/01/2024 03:40:00,48000,60,2880000,0,419141,flac,07/11/2025 19:27:18,"{""comment"":""Recorded at 20:40:00 31/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.7V and temperature was 25.8C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-31_20-40.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/06/01/ldsm2sbs3di1/e430d36f-070e-4cc7-bacc-ea14bc691441.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=d8630ab4a0a8f7edf89eea4a6c3ae82a800131603a79af3dd9384a44a537b571&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3De430d36f-070e-4cc7-bacc-ea14bc691441.flac&x-id=GetObject
254638132,77023,05/30/2024 06:40:00,05/30/2024 13:40:00,48000,60,2880000,0,423157,flac,07/11/2025 19:27:19,"{""comment"":""Recorded at 06:40:00 30/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.6V and temperature was 22.3C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-30_06-40.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/30/ldsm2sbs3di1/70e0bbf0-c9f1-44d9-bd16-aa16861c4aa6.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=1f137f57a676c6e118544c101b1cbc411dfc6fb811380625bbc334ef31553ae5&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D70e0bbf0-c9f1-44d9-bd16-aa16861c4aa6.flac&x-id=GetObject
254638133,77023,05/31/2024 23:20:00,06/01/2024 06:20:00,48000,60,2880000,0,420812,flac,07/11/2025 19:27:20,"{""comment"":""Recorded at 23:20:00 31/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.7V and temperature was 16.9C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-31_23-20.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/06/01/ldsm2sbs3di1/0ddb9cea-6423-49d4-8267-ee84cfc37a24.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=af9888054a523dadd20e313fbe711530b1432a903c3cd11205bc8f7f5f4d536e&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D0ddb9cea-6423-49d4-8267-ee84cfc37a24.flac&x-id=GetObject
254638135,77023,05/31/2024 04:20:00,05/31/2024 11:20:00,48000,60,2880000,0,419953,flac,07/11/2025 19:27:20,"{""comment"":""Recorded at 04:20:00 31/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.6V and temperature was 11.0C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-31_04-20.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/31/ldsm2sbs3di1/ddd844d6-cf7b-4e80-b7d0-d0733d9b7e2d.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=79c7d9c55884f5ced5bfbfe226b40a5e520b2cd40c36d56ac15fc10cb324f881&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dddd844d6-cf7b-4e80-b7d0-d0733d9b7e2d.flac&x-id=GetObject
254638140,77023,05/29/2024 12:20:00,05/29/2024 19:20:00,48000,60,2880000,0,437572,flac,07/11/2025 19:27:22,"{""comment"":""Recorded at 12:20:00 29/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.7V and temperature was 28.2C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-29_12-20.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/29/ldsm2sbs3di1/5b70dad8-e028-464f-81fa-36869708efa3.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=50c322827fe058aa4b28db26b718aeb61f26a791c7d8e87f68acbe316aaaa74f&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D5b70dad8-e028-464f-81fa-36869708efa3.flac&x-id=GetObject
254638142,77023,05/30/2024 05:00:00,05/30/2024 12:00:00,48000,60,2880000,0,421812,flac,07/11/2025 19:27:23,"{""comment"":""Recorded at 05:00:00 30/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.6V and temperature was 16.4C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-30_05-00.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/30/ldsm2sbs3di1/be6b3a35-3ce1-4546-811b-ff4820233e4c.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=a4ce849ac5c86c6aeda15ce126826f1e095d37be630c3323a8aa56e176c02b3e&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dbe6b3a35-3ce1-4546-811b-ff4820233e4c.flac&x-id=GetObject
254638149,77023,05/30/2024 05:40:00,05/30/2024 12:40:00,48000,60,2880000,0,421983,flac,07/11/2025 19:27:25,"{""comment"":""Recorded at 05:40:00 30/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.6V and temperature was 15.5C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-30_05-40.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/30/ldsm2sbs3di1/5d2e57ed-5ae9-478b-86c7-a34118024956.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=589434d2a038586c4e8cb399ca26ffe9c6bdb6ce7facf6842fb54309906b7dcb&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3D5d2e57ed-5ae9-478b-86c7-a34118024956.flac&x-id=GetObject
254638152,77023,05/29/2024 11:40:00,05/29/2024 18:40:00,48000,60,2880000,0,473120,flac,07/11/2025 19:27:25,"{""comment"":""Recorded at 11:40:00 29/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.7V and temperature was 28.3C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-29_11-40.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/29/ldsm2sbs3di1/efa51c2f-5c3b-4acb-9ce3-903c3a4929f8.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=c573fd92b4dbfb84a3dcd08aa0b03034539690e87980f92e0bd4676d6ee2c6d5&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Defa51c2f-5c3b-4acb-9ce3-903c3a4929f8.flac&x-id=GetObject
254638153,77023,05/31/2024 16:40:00,05/31/2024 23:40:00,48000,60,2880000,0,418379,flac,07/11/2025 19:27:26,"{""comment"":""Recorded at 16:40:00 31/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.7V and temperature was 37.1C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-31_16-40.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/31/ldsm2sbs3di1/a28329eb-3086-46d4-b8fd-0d6e2f85ba66.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=10afaecbaf7dce56aecdab6f5fb0402d585fcfe8d30aadfd5f3e79f5bd2f3ae6&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Da28329eb-3086-46d4-b8fd-0d6e2f85ba66.flac&x-id=GetObject
254638154,77023,05/30/2024 23:20:00,05/31/2024 06:20:00,48000,60,2880000,0,424640,flac,07/11/2025 19:27:26,"{""comment"":""Recorded at 23:20:00 30/05/2024 (UTC-7) by AudioMoth 247475035FDF2B32 at medium gain while battery was 4.7V and temperature was 15.3C."",""artist"":""AudioMoth 247475035FDF2B32"",""encoder"":""Lavf58.24.101"",""filename"":""NRPam-2024-05-30_23-20.WAV""}",https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2024/05/31/ldsm2sbs3di1/ec5c20df-6f4e-4716-984c-afc16fdecc7c.flac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45B7YWBX5HAZMGOU%2F20250902%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20250902T170152Z&X-Amz-Expires=604800&X-Amz-Signature=ba53af5425bdfcada38a37cab768a207e3e35014af5d0974a7cef637aa3ad296&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3Dec5c20df-6f4e-4716-984c-afc16fdecc7c.flac&x-id=GetObject
